model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h5m80d50_ensemble,000636.SZ,20260525,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.056681243493166944,0.08000000000000007,42.12,44.50741397593219,2.0,profit_intraday,-0.023318756506833127
h5m80d50_ensemble,002897.SZ,20260525,CONSENSUS_2,2,0.0,-0.04638439581351084,-0.01105635040526598,84.08,80.18,5.0,expiry_close,-0.03532804540824486
h5m80d50_ensemble,600186.SH,20260525,FAMILY_ONLY,3,0.0,-0.07331875650683317,-0.050000000000000044,12.99,12.037589352976237,2.0,stop_close,-0.023318756506833127
h5m80d50_ensemble,605376.SH,20260525,CONSENSUS_2,2,1.0,0.056681243493166944,0.08000000000000007,162.2,171.39369769459168,2.0,profit_intraday,-0.023318756506833127
h5m80d50_ensemble,688001.SH,20260525,FAMILY_ONLY,3,0.0,-0.07061976354968313,-0.050000000000000044,83.26,77.38019848685339,3.0,stop_close,-0.02061976354968309
h5m80d50_ensemble,000636.SZ,20260522,FAMILY_ONLY,3,1.0,0.0641888726043287,0.07999999999999996,41.38,44.03613554836713,3.0,profit_intraday,-0.015811127395671254
h5m80d50_ensemble,300323.SZ,20260522,FAMILY_ONLY,3,0.0,-0.08711918760021398,-0.08772069550730177,18.71,17.08,2.0,t1_stop_t2_open,0.0006015079070877949
h5m80d50_ensemble,300567.SZ,20260522,FAMILY_ONLY,3,1.0,0.1200000000000001,0.11939849209291231,200.0,224.0,2.0,profit_open,0.0006015079070877949
h5m80d50_ensemble,301200.SZ,20260522,FAMILY_ONLY,3,1.0,0.0641888726043287,0.07999999999999996,279.0,296.9086954566077,3.0,profit_intraday,-0.015811127395671254
h5m80d50_ensemble,600186.SH,20260522,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,1.0,0.08060150790708787,0.08000000000000007,12.05,13.02124817028041,2.0,profit_intraday,0.0006015079070877949
h5m80d50_ensemble,603228.SH,20260522,CONSENSUS_2,2,0.0,-0.06309138761018707,-0.050000000000000044,87.99,82.43858880417963,4.0,stop_close,-0.013091387610187022
h5m80d50_ensemble,605376.SH,20260522,FAMILY_ONLY,3,0.0,-0.04939849209291225,-0.050000000000000044,168.63,160.2999322783722,2.0,stop_close,0.0006015079070877949
h5m80d50_ensemble,300323.SZ,20260521,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,0.0,-0.03580415755753652,-0.050000000000000044,18.2,17.548364332452834,3.0,stop_close,0.014195842442463524
h5m80d50_ensemble,300567.SZ,20260521,CONSENSUS_2,2,1.0,0.10137747505422223,0.08000000000000007,195.0,214.76860763557335,2.0,profit_intraday,0.02137747505422216
h5m80d50_ensemble,300776.SZ,20260521,FAMILY_ONLY,3,1.0,0.10137747505422223,0.08000000000000007,147.32,162.25492962498802,2.0,profit_intraday,0.02137747505422216
h5m80d50_ensemble,600246.SH,20260521,CONSENSUS_3,1,0.0,-0.03580415755753652,-0.050000000000000044,15.69,15.12823276792225,3.0,stop_close,0.014195842442463524
h5m80d50_ensemble,688001.SH,20260521,FAMILY_ONLY,3,1.0,0.11358244365361791,0.09220496859939575,67.44,75.1,2.0,profit_open,0.02137747505422216
h5m80d50_ensemble,000880.SZ,20260520,FAMILY_ONLY,3,0.0,-0.07945945945945943,-0.06756885892968667,37.0,34.06,2.0,t1_stop_t2_open,-0.011890600529772755
h5m80d50_ensemble,002421.SZ,20260520,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,0.0,-0.1187214611872146,-0.10683086065744185,4.38,3.86,2.0,t1_stop_t2_open,-0.011890600529772755
h5m80d50_ensemble,300567.SZ,20260520,FAMILY_ONLY,3,1.0,0.07570487541685544,0.07999999999999996,205.0,220.51949946045536,3.0,profit_intraday,-0.004295124583144516
h5m80d50_ensemble,300776.SZ,20260520,CONSENSUS_2,2,1.0,0.05769230769230771,0.08520603181796449,156.0,165.0,5.0,profit_open,-0.02751372412565678
h5m80d50_ensemble,301018.SZ,20260520,FAMILY_ONLY,3,0.0,-0.0683865432930939,-0.040872819167437124,163.19,152.03,5.0,expiry_close,-0.02751372412565678
h5m80d50_ensemble,688147.SH,20260520,FAMILY_ONLY,3,0.0,-0.11174168297455966,-0.09985108244478691,102.2,90.78,2.0,t1_stop_t2_open,-0.011890600529772755
h5m80d50_ensemble,000811.SZ,20260519,FAMILY_ONLY,3,1.0,0.05092593005120971,0.08000000000000007,36.5,38.35879644686916,2.0,profit_intraday,-0.02907406994879036
h5m80d50_ensemble,002421.SZ,20260519,CONSENSUS_3,1,1.0,0.05092593005120971,0.08000000000000007,4.27,4.487453721318665,2.0,profit_intraday,-0.02907406994879036
h5m80d50_ensemble,300136.SZ,20260519,FAMILY_ONLY,3,1.0,0.05092593005120971,0.08000000000000007,109.58,115.16046341501156,2.0,profit_intraday,-0.02907406994879036
h5m80d50_ensemble,300657.SZ,20260519,CONSENSUS_2,2,0.0,-0.07042253521126762,-0.04134846526247726,56.09,52.14,2.0,t1_stop_t2_open,-0.02907406994879036
h5m80d50_ensemble,600903.SH,20260519,CONSENSUS_2,2,0.0,-0.02526724975704564,-0.009976291334564569,10.29,10.03,5.0,expiry_close,-0.015290958422481071
h5m80d50_ensemble,000672.SZ,20260518,CONSENSUS_2,2,0.0,-0.027389903329752996,-0.02971483242208961,18.62,18.11,5.0,expiry_close,0.002324929092336614
h5m80d50_ensemble,002929.SZ,20260518,CONSENSUS_2,2,0.0,-0.043351389715040156,-0.050000000000000044,92.2,88.2030018682733,2.0,stop_close,0.006648610284959888
h5m80d50_ensemble,300323.SZ,20260518,FAMILY_ONLY,3,1.0,0.2747663551401869,0.29342013048497206,16.05,20.46,3.0,profit_open,-0.018653775344785184
h5m80d50_ensemble,300567.SZ,20260518,FAMILY_ONLY,3,1.0,0.08664861028495996,0.08000000000000007,172.76,187.72941391282967,2.0,profit_intraday,0.006648610284959888
h5m80d50_ensemble,600578.SH,20260518,CONSENSUS_3,1,1.0,0.07467895378621048,0.07999999999999996,7.71,8.285774733691683,4.0,profit_intraday,-0.005321046213789482
h5m80d50_ensemble,002929.SZ,20260515,FAMILY_ONLY,3,0.0,-0.043202788500966594,-0.04999999999999993,98.0,93.76612672690527,3.0,stop_close,0.00679721149903334
h5m80d50_ensemble,300323.SZ,20260515,FAMILY_ONLY,3,1.0,0.2113676731793961,0.22987658244189568,16.89,20.46,4.0,profit_open,-0.018508909262499595
h5m80d50_ensemble,300776.SZ,20260515,CONSENSUS_2,2,1.0,0.061491090737500365,0.07999999999999996,147.0,156.03919033841257,4.0,profit_intraday,-0.018508909262499595
h5m80d50_ensemble,300820.SZ,20260515,CONSENSUS_2,2,1.0,0.09088153108212227,0.08000000000000007,62.08,67.72192544957815,2.0,profit_intraday,0.010881531082122198
h5m80d50_ensemble,688549.SH,20260515,CONSENSUS_3,1,0.0,-0.06850890926249964,-0.050000000000000044,17.08,15.909867829796504,4.0,stop_close,-0.018508909262499595
